part,hip_vis,tilt,flex_mmc,flex_omc,gt
P08,0.13928012519561817,5.91488680631071,38.8995485727286,33.79087566054367,42.24898407917606
P08,0.05657492354740061,5.674374025729541,27.603259711737056,31.43726141049109,41.48861353991586
P08,0.012738853503184714,6.055587694765383,37.8721473483998,33.08829692685544,40.79584791665713
P08,0.3032608695652174,1.7069840904852798,39.46152381244883,39.25596734928428,50.25135120555086
P08,0.2964912280701754,8.02913045245981,43.80470061571559,35.78062728912074,45.625827310304764
P08,0.3249097472924188,8.018321935549597,45.85184361639526,37.92368161392345,49.171663484364636
P08,0.3145631067961165,1.573698489963101,38.01342752618887,36.443187943152545,47.179329184670884
P08,0.2933579335793358,7.878452569437072,43.68870313890181,35.810303381077716,45.86677010953973
P08,0.37209302325581395,2.0602039745693626,37.771343523309945,35.898877437468364,45.92648361444352
P08,0.348294434470377,7.270789068974147,43.1011405331937,36.47127489560402,46.10233925483207
P08,0.2893772893772894,7.6098533988691335,43.61164825390333,36.44634057824047,45.398759005242475
P08,0.39579967689822293,9.048963430509628,49.37392432754658,40.33731572770737,49.171187824317
P08,0.375,2.516796470673914,40.29635150133207,37.85283663349205,46.60322587474409
P08,0.3929824561403509,0.8902603814769117,38.03855882730294,37.46801862722578,46.262780629053545
P08,0.29947460595446584,7.925664695559376,42.645677432302236,35.4374201650858,44.69672543940163
P08,0.2098360655737705,1.8308344928798421,34.17996074541833,33.255198872368375,43.28386397862616
P08,0.4007352941176471,7.068231022556447,40.92907328985919,33.91017476187663,43.47881600260972
P08,0.28896672504378285,3.031718201858637,37.41526009960659,36.154443307212574,44.08865618423911
P08,0.30122591943957966,1.8960105478772353,35.584235741004804,33.83846481854605,44.55547469866609
P08,0.3092224231464738,1.2138988487226527,35.990979682667046,35.292457389840855,44.34857185926322
P08,0.15487571701720843,1.802173226949916,36.23978382006901,34.58716985021877,43.78300206412087
P08,0.12413793103448276,2.3594470923340527,34.65849949696071,32.70508844568201,42.45320682167984
P08,0.1466275659824047,0.6683996952501671,32.247698226129806,31.58733267610278,42.125074642888016
P08,0.17271157167530224,6.033333184326712,36.80207619197623,31.11049674139051,41.2737356507303
P08,0.19601328903654486,6.449467734392199,38.86641880108925,33.179816725630765,41.93693259143721
P08,0.12157534246575342,7.0328578453614226,40.119266239364336,33.48058461088958,42.19302516151728
P08,0.22007722007722008,7.976287679957088,41.68268671842605,34.20855527201109,42.47220973317226
P08,0.23801065719360567,6.860312680201164,40.94368829618297,34.270364771532286,43.167536640991706
P08,0.21052631578947367,7.129965995204898,42.729769835441665,35.62935928968771,43.85705205972875
P08,0.1,1.8683171932374159,36.20093980407997,34.334803081701146,45.82948730162909
P08,0.1596153846153846,7.1090822999680725,40.16988107957277,33.259989594819345,42.71588464024242
P08,0.20898100172711573,0.4427242314317664,32.2866368835294,31.92981930731617,42.61594555423875
P08,0.2358490566037736,6.883587394796616,40.96541526337413,34.335016924417936,44.650054182896184
P08,0.16716417910447762,6.771323169339788,41.2510650218314,34.4810627590179,43.74820968895271
P08,0.17713365539452497,7.074149803397782,40.65032935016758,34.295122782711715,44.078113001898494
P08,0.14462081128747795,1.9269466560403745,36.912174405537684,35.010479443878054,45.064181112594035
